기관명,주소,위도,경도,카테고리_대,카테고리_소
강태욱치과의원,서울특별시 용산구 회나무로6길 5  (이태원동),37.5387059,126.9888037,병원,치과의원
경희세창한의원,"서울특별시 성북구 종암로21가길 4, 2층 (종암동)",37.59909106,127.0339303,병원,한의원
고덕메이퓨어의원,"서울특별시 강동구 동남로73길 26, 고덕복합빌딩 315, 316호 (명일동, 고덕복합빌딩)",37.55329884,127.1547829,병원,의원
곰돌이한의원,"서울특별시 관악구 남부순환로 1922, 8층 (봉천동)",37.4770198,126.9626445,병원,한의원
공덕인과한의원,"서울특별시 마포구 백범로 152, 101동 1층 10,11호 (공덕동, 공덕파크자이)",37.54474774,126.9482582,병원,한의원
관악아산마취통증의학과의원,"서울특별시 관악구 관악로24길 14, 호삼빌딩 2, 4층 (봉천동)",37.48382348,126.9555532,병원,의원
권비뇨기과의원,서울특별시 노원구 상계로 65,37.65635432,127.0622496,병원,의원
권택견치과의원,서울특별시 동작구 상도로 102 (상도동),37.4999427,126.9317763,병원,치과의원
길동한의원,서울특별시 강동구 천호대로 1134 (성내동),37.53402661,127.1372598,병원,한의원
길의원,"서울특별시 동대문구 답십리로48가길 46, 2층 (답십리동)",37.57105985,127.0579203,병원,의원
김경효소아과의원,"서울특별시 구로구 구일로8길 92, 205호 (구로동, 중앙구로하이츠아파트)",37.49773937,126.8763103,병원,의원
김기우내과의원,"서울특별시 송파구 오금로 507 (거여동, 2층)",37.49323439,127.1451824,병원,의원
김성직치과의원,"서울특별시 송파구 양재대로 1222, 2층 15호 (방이동)",37.51572764,127.1310632,병원,치과의원
김앤리내과정형외과의원,서울특별시 은평구 응암로 213 (응암동),37.59100765,126.9171247,병원,의원
김양일내과의원,"서울특별시 강서구 방화동로 60, 1층 (방화동)",37.56578186,126.8125738,병원,의원
김재명내과의원,"서울특별시 성동구 금호로11길 4, 3층 (금호동2가)",37.55475352,127.0193963,병원,의원
김태화엔도내과의원,서울특별시 성동구 사근동길 6 (행당동),37.56014435,127.0420161,병원,의원
김현주한의원,"서울특별시 관악구 남부순환로 1934, 202호 (봉천동, 낙성대빌딩)",37.47663559,126.9637367,병원,한의원
꿈나무소아청소년과의원,"서울특별시 성동구 왕십리로 410, 센트라스상가 L동 2층 210호 (하왕십리동, 센트라스)",37.56660293,127.0240825,병원,의원
나무정원치과의원,"서울특별시 서초구 매헌로 23, 4층 (양재동)",37.46321438,127.0351792,병원,치과의원
남문내과의원,서울특별시 금천구 독산로85길 13 (독산동),37.47230672,126.9023888,병원,의원
다본재활의학과의원,"서울특별시 서초구 강남대로 507, 2층 (반포동)",37.50717565,127.0226978,병원,의원
더셀채원병원,"서울특별시 강동구 성내로 66, 채원자연통합병원빌딩 (성내동)",37.52767307,127.1270712,병원,병원
동그라미한의원,서울특별시 노원구 석계로 102 주원21빌딩 2층  (월계동),37.62328878,127.0609506,병원,한의원
디라운지피부과의원,"서울특별시 강남구 강남대로 626, 6층 (신사동)",37.51770391,127.0195005,병원,의원
땡큐성형외과의원,"서울특별시 강남구 강남대로 446, 한웰빌딩 3,6,7층 (역삼동)",37.50239001,127.0259494,병원,의원
럼플란트치과의원,"서울특별시 노원구 중계로 218, 801호 (중계동)",37.65084973,127.0759996,병원,치과의원
로데오스타의원,"서울특별시 강남구 선릉로157길 14, 한주빌딩 3,4층 (신사동)",37.52614893,127.0388275,병원,의원
매직성형외과의원,"서울특별시 강남구 논현로171길 15, 카로시티1 301,302호 (신사동)",37.52548743,127.0271426,병원,의원
메이퓨어의원,"서울특별시 노원구 중계로 201, 오성프라자 4층 (중계동)",37.650468,127.0777823,병원,의원
메이저피부과의원 신촌점,"서울특별시 서대문구 연세로 8-1, 4층 (창천동)",37.55634126,126.937303,병원,의원
목동성모정형외과의원,"서울특별시 양천구 목동동로 293, 현대41타워 2층 201A,201B,202호 (목동)",37.52817831,126.875772,병원,의원
미가치과의원,"서울특별시 광진구 자양로 95, 도광빌딩 3층 (자양동)",37.53622514,127.0832017,병원,치과의원
미래미소치과의원,"서울특별시 양천구 오목로 232 (신정동, 보성팰리스)",37.52576425,126.8632063,병원,치과의원
미병원,"서울특별시 강남구 논현로168길 35, 목산빌딩, 지하2층, 3~5층 (신사동)",37.52346385,127.0312077,병원,병원
미소담한의원,"서울특별시 서초구 신반포로 189, 4동 3층 302호 (잠원동, 반포쇼핑타운)",37.5065454,127.0048681,병원,한의원
미스터비뇨기과의원,"서울특별시 관악구 신림로 350, 406호 (신림동, 서원프라자)",37.48550722,126.9299488,병원,의원
미엘르의원,"서울특별시 서초구 강남대로79길 16, 4층 (반포동)",37.50532543,127.0236489,병원,의원
미화이트치과의원,"서울특별시 강남구 학동로4길 15, 동화상가 2층 202호 (논현동)",37.51051524,127.0235361,병원,치과의원
밀라의원,"서울특별시 강남구 가로수길 18, 3층 (신사동)",37.5191785,127.0234542,병원,의원
밀리의원,"서울특별시 강남구 도산대로45길 17, 제성빌딩 3층 (신사동)",37.52341871,127.0350619,병원,의원
바라움의원,"서울특별시 강남구 삼성로126길 6, 3층 (삼성동)",37.51754024,127.0516702,병원,의원
바른아산정형외과의원,"서울특별시 용산구 한강대로 297, 우신빌딩 6층 (갈월동)",37.54475839,126.9716837,병원,의원
박종철신경정신과의원,"서울특별시 종로구 새문안로5가길 3-1, 505호 (당주동)",37.57248572,126.9742658,병원,의원
별성형외과의원,서울특별시 서초구 강남대로 441 7~8층 (서초동),37.50173585,127.0252785,병원,의원
뷰리플한의원,"서울특별시 강남구 압구정로 224, 우미빌딩 2층 205호 (신사동)",37.52856273,127.0321485,병원,한의원
사명마취통증의학과의원,"서울특별시 광진구 군자로 92, 4층 (군자동)",37.55126377,127.0712755,병원,의원
상계심내과의원,"서울특별시 노원구 동일로 1677 (상계동, 제성빌딩)",37.67818419,127.0549684,병원,의원
상쾌한이비인후과의원,"서울특별시 송파구 올림픽로35길 112, 1동 307,308호 (신천동, 장미아파트 비상가)",37.51788276,127.1018028,병원,의원
서울사랑내과의원,"서울특별시 영등포구 영등포로 367, 3층 (신길동, 더로드캐슬)",37.51443836,126.9192462,병원,의원
서울좋은생각치과의원,"서울특별시 도봉구 도당로13길 9, 2층 (방학동)",37.66513518,127.0355806,병원,치과의원
서울한정형외과의원,"서울특별시 강서구 공항대로 525, 비원오피스텔 201호 (등촌동)",37.55153965,126.8652886,병원,의원
선진한의원,서울특별시 노원구 광운로 54  (월계동),37.62189091,127.0596897,병원,한의원
성덕외과의원?성덕경희한의원,"서울특별시 동대문구 한천로 60, 2층 (장안동)",37.56697417,127.0625622,병원,의원
성모힐정신건강의학과의원,"서울특별시 강남구 강남대로 328, 강남역 쉐르빌 2층 208,209호 (역삼동)",37.49242729,127.0309212,병원,의원
성철제치과의원,서울특별시 종로구 종로 144 (종로3가),37.57017991,126.9935733,병원,치과의원
셀온피부과의원,"서울특별시 강남구 압구정로12길 10, 5층 (신사동, 리드빌딩)",37.52326179,127.0223511,병원,의원
손영길치과의원,서울특별시 관악구 봉천로 309 (봉천동),37.48655851,126.9351477,병원,치과의원
소안의원,"서울특별시 강동구 고덕로 266, 317호 (명일동)",37.55469368,127.1551146,병원,의원
송정가정의학과의원,"서울특별시 강서구 공항대로 34, 2층 (공항동)",37.56095793,126.8109357,병원,의원
수지의원,"서울특별시 송파구 가락로 99, 3층 301호 (석촌동)",37.50115133,127.1069596,병원,의원
신길튼튼정형외과의원,"서울특별시 영등포구 신길로 137, 신길태원빌딩 3층 (신길동)",37.50463189,126.9101023,병원,의원
신데렐라치과의원,"서울특별시 서초구 서초대로77길 3, 아라타워 4층 (서초동)",37.49806091,127.0265048,병원,치과의원
신동석치과의원,서울특별시 구로구 개봉로 57  (개봉동),37.49076851,126.8557654,병원,치과의원
쎌치과의원,"서울특별시 강남구 논현로71길 34, 쎌치과 1.2층 202호 (역삼동)",37.49443615,127.0366491,병원,치과의원
아름다움을써내려가다에피소드의원,"서울특별시 송파구 올림픽로 336, 대우유토피아오피스텔 301호 (방이동)",37.51539603,127.1074555,병원,의원
아미르한의원,"서울특별시 강남구 도산대로90길 17, 소양빌딩 3층 302호 (청담동)",37.5233485,127.0490409,병원,한의원
아비쥬의원,"서울특별시 강동구 올림픽로 659 (천호동, 쌍용플래티넘리버)",37.54030467,127.1235647,병원,의원
아이비의원,"서울특별시 양천구 중앙로 312, 6층 (신정동, 진주빌딩)",37.52392376,126.8512652,병원,의원
아카데미한의원,"서울특별시 서초구 양재대로11길 36, 서울오토갤러리 313,314,315호 (양재동)",37.46133116,127.0358196,병원,한의원
애플산부인과의원,"서울특별시 강동구 천호대로 1024, 힐스테이트 천호역 젠트리스 210~216호 (성내동)",37.53737387,127.1257289,병원,의원
양광한의원,"서울특별시 마포구 월드컵로1길 14, 1층 101호 (합정동, 마포 한강 푸르지오)",37.5500498,126.9120613,병원,한의원
여의도진주소아청소년과의원,"서울특별시 영등포구 여의대방로 386, 진주상가 402호 (여의도동)",37.51889795,126.9319433,병원,의원
연세그린치과의원,"서울특별시 중랑구 신내로7길 16, 307호 (신내동, 건영아파트B단지상가)",37.602281,127.0957729,병원,치과의원
연세김진민의원,"서울특별시 마포구 신촌로 78, 2층 (노고산동)",37.5557084,126.9344851,병원,의원
연세리즈의원,"서울특별시 마포구 서강로 137 , 신촌센트럴코업레지던스 2층 201호  (노고산동)",37.55466827,126.9355938,병원,의원
연세미담치과의원,"서울특별시 중구 서소문로 22, 2층 (중림동, 조현빌딩)",37.55950019,126.9644701,병원,치과의원
연세아이소아과의원,서울특별시 강서구 금낭화로23길 8 (방화동),37.57899253,126.8131005,병원,의원
연세윤앤진치과의원,"서울특별시 서초구 서초중앙로 56, 3층 (서초동, 블루타워 )",37.48689948,127.0154594,병원,치과의원
예스이치과의원,"서울특별시 은평구 불광로 7, 은평메디컬센터 6층 (대조동)",37.60947473,126.9271201,병원,치과의원
예지소아청소년과의원,"서울특별시 은평구 서오릉로 196, 2층 (갈현동, 구산빌딩)",37.61385578,126.9120409,병원,의원
오라클피부과의원,"서울특별시 광진구 광나루로56길 29, 308,309호 (구의동,프라임상가)",37.53695769,127.0965367,병원,의원
오렌지마취통증의학과의원,"서울특별시 강동구 구천면로 192, 3층 304~307,309호 (천호동, 천호역 한강 푸르지오시티)",37.54035806,127.1258189,병원,의원
오르타의원,"서울특별시 서초구 강남대로69길 10, 3층 (서초동)",37.50176489,127.024249,병원,의원
오케이한의원,"서울특별시 강동구 양재대로 1478, 4층 (길동)",37.53769371,127.1402275,병원,한의원
올림피움채움올피채의원강서점,"서울특별시 강서구 마곡중앙8로 85, 파인스퀘어Ⅱ 3층 (마곡동)",37.56112553,126.8369855,병원,의원
용산좋은습관마취통증의학과의원,"서울특별시 용산구 백범로 340, 3,4층 (원효로2가)",37.53769494,126.9666153,병원,의원
우리치과의원,"서울특별시 종로구 종로 328, 동대문빌딩 3층 (창신동)",37.57237657,127.0142845,병원,치과의원
우장산경희한의원,서울특별시 강서구 강서로 304 (내발산동),37.55272163,126.8367048,병원,한의원
위버스성형외과의원,"서울특별시 강남구 강남대로 364, 미왕빌딩 5층 (역삼동)",37.49554987,127.0292939,병원,의원
유니메디성형외과의원,서울특별시 강남구 논현로 833  (신사동),37.52282957,127.0278949,병원,의원
유펜아이비치과의원,"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 2층 209,210호 (반포동)",37.50490207,126.999481,병원,치과의원
은성의원,"서울특별시 성북구 돌곶이로 45, 2층 (석관동)",37.60815018,127.0595731,병원,의원
이끌림의원,"서울특별시 강동구 올림픽로 664, 308호 (천호동, 대우 한강 베네시티)",37.5404896,127.1245563,병원,의원
이사랑치과의원,"서울특별시 서대문구 통일로 437-1, 2층 (홍제동)",37.58795109,126.944786,병원,치과의원
이성환내과의원,서울특별시 강북구 도봉로 201-1 (미아동),37.62662285,127.0257998,병원,의원
이연합의원,"서울특별시 구로구 경인로40길 47, 개봉역사 3층 (개봉동)",37.49460169,126.8586692,병원,의원
이원장의초록지붕의원,"서울특별시 동작구 흑석한강로 27, 상가B동 B103호 (흑석동, 흑석한강푸르지오)",37.5038704,126.9654041,병원,의원
이인규치과의원,"서울특별시 마포구 양화로 50, 203호 (합정동, (주)한국정보통신)",37.54952216,126.9145058,병원,치과의원
